阿姨	ayi
间断	jianduan
承载	chengzai
电动	diandong
工农	gongnong
纵深	zongshen
宫廷	gongting
首领	shouling
沉痛	chentong
晋升	jinsheng
精通	jingtong
鲜红	xianhong
风浪	fenglang
经销	jingxiao
长叹	changtan
联名	lianming
聆听	lingting
通电	tongdian
患病	huanbing
坦率	tanshuai
精湛	jingzhan
撞击	zhuangji
宁愿	ningyuan
天性	tianxing
超前	chaoqian
面容	mianrong
听从	tingcong
摇晃	yaohuang
冰冷	bingleng
采矿	caikuang
深山	shenshan
点缀	dianzhui
香味	xiangwei
正要	zhengyao
受骗	shoupian
长处	changchu
规程	guicheng
上头	shangtou
前身	qianshen
荡荡	dangdang
全权	quanquan
展厅	zhanting
梦幻	menghuan
镇定	zhending
家政	jiazheng
谎言	huangyan
泉水	quanshui
潜艇	qianting
印章	yinzhang
手绢	shoujuan
衰老	shuailao
房东	fangdong
雄伟	xiongwei
盛开	shengkai
行情	hangqing
专版	zhuanban
朝阳	chaoyang
链条	liantiao
统战	tongzhan
元年	yuannian
宰相	zaixiang
双打	shuangda
常人	changren
舰艇	jianting
年限	nianxian
中秋	zhongqiu
教养	jiaoyang
勋章	xunzhang
考证	kaozheng
考场	kaochang
看上	kanshang
衬衫	chenshan
厚重	houzhong
金奖	jinjiang
还原	huanyuan
存量	cunliang
相邻	xianglin
穿梭	chuansuo
欢庆	huanqing
沉淀	chendian
光滑	guanghua
坚硬	jianying
相貌	xiangmao
粮油	liangyou
作声	zuosheng
成套	chengtao
面条	miantiao
流畅	liuchang
圆形	yuanxing
真空	zhenkong
指向	zhixiang
并肩	bingjian
讲求	jiangqiu
唤醒	huanxing
电线	dianxian
红灯	hongdeng
声势	shengshi
朗诵	langsong
拱手	gongshou
斩首	zhanshou
总监	zongjian
乖乖	guaiguai
停电	tingdian
沉静	chenjing
售票	shoupiao
观望	guanwang
参政	canzheng
升温	shengwen
珍藏	zhencang
过重	guozhong
球场	qiuchang
山羊	shanyang
情调	qingdiao
等同	dengtong
良知	liangzhi
限定	xianding
作证	zuozheng
开张	kaizhang
惊恐	jingkong
铜钱	tongqian
战乱	zhanluan
阵线	zhenxian
见效	jianxiao
田园	tianyuan
忧伤	youshang
荡漾	dangyang
讲演	jiangyan
冷暖	lengnuan
商讨	shangtao
种群	zhongqun
张贴	zhangtie
远东	yuandong
开场	kaichang
增效	zengxiao
挣脱	zhengtuo
悬念	xuannian
黄瓜	huanggua
明朗	minglang
东边	dongbian
口腔	kouqiang
相待	xiangdai
高梁	gaoliang
毫升	haosheng
总管	zongguan
后生	housheng
勤政	qinzheng
天明	tianming
票房	piaofang
平平	pingping
伤残	shangcan
冷水	lengshui
幼虫	youchong
重托	zhongtuo
全能	quanneng
长辈	zhangbei
供养	gongyang
降温	jiangwen
召见	zhaojian
面料	mianliao
封面	fengmian
壮举	zhuangju
瞧见	qiaojian
天桥	tianqiao
转轨	zhuangui
机床	jichuang
交融	jiaorong
农用	nongyong
应变	yingbian
本省	bensheng
零星	lingxing
著称	zhucheng
清明	qingming
伤痕	shanghen
险情	xianqing
转眼	zhuanyan
讲学	jiangxue
广为	guangwei
交战	jiaozhan
侨眷	qiaojuan
英明	yingming
精兵	jingbing
夸奖	kuajiang
首选	shouxuan
交情	jiaoqing
重担	zhongdan
成品	chengpin
贵重	guizhong
诚然	chengran
向导	xiangdao
组装	zuzhuang
作响	zuoxiang
天线	tianxian
全员	quanyuan
成群	chengqun
共性	gongxing
零件	lingjian
砖头	zhuantou
桌面	zhuomian
脸庞	lianpang
减缓	jianhuan
隆隆	longlong
惊叫	jingjiao
用兵	yongbing
踪影	zongying
潜能	qianneng
平庸	pingyong
明了	mingliao
印证	yinzheng
舒畅	shuchang
殿堂	diantang
倔强	juejiang
梦境	mengjing
商谈	shangtan
方圆	fangyuan
纵容	zongrong
减税	jianshui
荣幸	rongxing
潮水	chaoshui
惯性	guanxing
援建	yuanjian
乐章	yuezhang
证人	zhengren
充斥	chongchi
恭敬	gongjing
张罗	zhangluo
山峰	shanfeng
听差	tingchai
亲生	qinsheng
消遣	xiaoqian
召唤	zhaohuan
专心	zhuanxin
承接	chengjie
惨重	canzhong
胆量	danliang
列强	lieqiang
联营	lianying
张嘴	zhangzui
供奉	gongfeng
谋生	mousheng
收敛	shoulian
整修	zhengxiu
简便	jianbian
相伴	xiangban
纸张	zhizhang
华中	huazhong
升学	shengxue
口粮	kouliang
嚷嚷	rangrang
冒充	maochong
光缆	guanglan
相看	xiangkan
断面	duanmian
猛增	mengzeng
招工	zhaogong
喧嚣	xuanxiao
编纂	bianzuan
称道	chengdao
浇水	jiaoshui
人称	rencheng
兄妹	xiongmei
表层	biaoceng
开荒	kaihuang
旋风	xuanfeng
练功	liangong
重叠	chongdie
脸孔	liankong
沉沉	chenchen
中南	zhongnan
酱油	jiangyou
纯净	chunjing
水田	shuitian
眺望	tiaowang
榜首	bangshou
扩充	kuochong
传单	chuandan
相约	xiangyue
电工	diangong
动乱	dongluan
动听	dongting
推崇	tuichong
算命	suanming
河床	hechuang
转告	zhuangao
长跑	changpao
刑侦	xingzhen
风水	fengshui
管教	guanjiao
金黄	jinhuang
仰望	yangwang
尚且	shangqie
烧饼	shaobing
重演	chongyan
水晶	shuijing
政坛	zhengtan
灵通	lingtong
定性	dingxing
声道	shengdao
线段	xianduan
船闸	chuanzha
春联	chunlian
老兄	laoxiong
周旋	zhouxuan
到场	daochang
脸面	lianmian
轻盈	qingying
闪现	shanxian
迎风	yingfeng
性病	xingbing
名堂	mingtang
轻快	qingkuai
万象	wanxiang
声乐	shengyue
抽签	chouqian
电能	dianneng
影院	yingyuan
鸳鸯	yuanyang
龙舟	longzhou
臭氧	chouyang
远景	yuanjing
欢笑	huanxiao
变色	bianshai
催生	cuisheng
黄海	huanghai
过量	guoliang
食粮	shiliang
写生	xiesheng
衰落	shuailuo
王宫	wanggong
山寨	shanzhai
堂堂	tangtang
荒谬	huangmiu
现年	xiannian
哼哼	hengheng
冷清	lengqing
创举	chuangju
先天	xiantian
成因	chengyin
光阴	guangyin
收容	shourong
黄牛	huangniu
心肠	xinchang
阵营	zhenying
双目	shuangmu
穿戴	chuandai
放行	fangxing
牵连	qianlian
晴朗	qinglang
上进	shangjin
相会	xianghui
全景	quanjing
方桌	fangzhuo
天边	tianbian
应从	yingcong
诊疗	zhenliao
红星	hongxing
管用	guanyong
精巧	jingqiao
飘荡	piaodang
东洋	dongyang
清风	qingfeng
精灵	jingling
满腔	manqiang
传闻	chuanwen
艰险	jianxian
绵绵	mianmian
免收	mianshou
抗衡	kangheng
晴天	qingtian
抢修	qiangxiu
蒙受	mengshou
怂恿	songyong
兴隆	xinglong
胸襟	xiongjin
点名	dianming
黄沙	huangsha
干粮	ganliang
欠款	qiankuan
商贩	shangfan
宣战	xuanzhan
冠名	guanming
宦官	huanguan
病变	bingbian
渺茫	miaomang
栽种	zaizhong
张口	zhangkou
管线	guanxian
苍茫	cangmang
青铜	qingtong
书生	shusheng
有成	youcheng
持枪	chiqiang
鸣放	mingfang
月中	yuezhong
敬献	jingxian
临终	linzhong
消亡	xiaowang
萧条	xiaotiao
酋长	qiuzhang
手软	shouruan
纯真	chunzhen
评点	pingdian
城楼	chenglou
防病	fangbing
风潮	fengchao
神灵	shenling
女双	nvshuang
睁眼	zhengyan
驰骋	chicheng
水桶	shuitong
顺从	shuncong
主帅	zhushuai
良久	liangjiu
并用	bingyong
免税	mianshui
脏病	zangbing
胶囊	jiaonang
相持	xiangchi
联防	lianfang
评说	pingshuo
长者	zhangzhe
伸展	shenzhan
老娘	laoniang
中游	zhongyou
胜过	shengguo
心胸	xinxiong
周身	zhoushen
专列	zhuanlie
充沛	chongpei
枪口	qiangkou
说教	shuojiao
明快	mingkuai
战前	zhanqian
争斗	zhengdou
街巷	jiexiang
天平	tianping
孝敬	xiaojing
更名	gengming
壮族	zhuangzu
祥云	xiangyun
领空	lingkong
总产	zongchan
说笑	shuoxiao
港元	gangyuan
震荡	zhendang
沉睡	chenshui
强者	qiangzhe
生根	shenggen
宪兵	xianbing
粗壮	cuzhuang
反常	fanchang
实况	shikuang
房顶	fangding
光临	guanglin
